"P606t","A049","A071","p344p","incanon","p493p","a070p","a114p","A094","Gorx"
11.57,2,1,959,959,0,47,4,8,5
1.75,6,1,1297.8925,1297.8925,0,22,9,10,5
4.14,2,2,937.036217948718,937.036217948718,0,61,8,2,8
72.49,2,1,823.57,823.57,0,38,5,3,2
0,2,2,512.5,512.5,0,48,3,5,7
0,2,2,823.302,839.594909567833,0,72,6,12,2
0,2,1,1386.904,1386.904,0,80,5,12,8
1.07,4,2,617.4,617.4,0,59,6,5,8
0,1,2,70,198.070239140435,0,41,4,3,7
28.725,2,1,1600.88,1600.88,0,60,10,2,10
0,2,1,397.812,397.812,0,75,6,12,8
0,2,1,452.562,551.605059745941,0,66,6,12,2
0,1,1,902.03,908.517564102564,0,44,4,3,8
0,4,2,1269.02,1269.02,0,41,6,1,1
48.25,1,1,241.062,246.882448717949,0,80,4,12,2
0,2,1,608.71,608.71,0,31,3,7,8
0.995,2,1,696.354,696.354,0,75,8,12,3
1.245,2,1,749.15,754.579294871795,0,40,5,3,10
6.59,2,2,498.57,503.630528846154,0,45,6,4,2
0,2,2,885.4975,892.547283653846,0,40,8,3,4
0,7,2,670.15,774.041222958014,0,56,4,9,4
9.815,2,1,2019.3375,2019.3375,0,72,6,5,7
2.18,4,2,527.002,527.002,0,74,7,6,10
1.92,3,1,399.04,496.840645627205,0,68,5,12,6
0,2,1,1281.31,1281.31,0,63,5,6,2
0.75,2,3,422.382,435.382,0,74,5,12,2
57.5,1,2,849.17,854.290240384615,0,34,6,3,4
2.545,8,2,1223.882,1223.882,0,66,10,3,3
0,3,2,162.2,240.247140071558,0,52,5,9,3
0,3,1,1219.075,1219.075,0,48,6,8,11
1.975,3,2,967.515,967.515,0,53,5,7,2
0,1,2,912.62,918.095368589744,0,41,3,3,6
3.425,2,3,485.969,485.969,0,80,6,12,2
4.205,3,3,841.65,841.65,0,46,6,3,2
0.115,5,1,572.88,576.141410186552,0,40,5,3,9
3.495,3,2,218,345.138456591836,0,26,4,8,6
0,1,2,1437.977,1448.23772916667,0,68,7,12,1
17.295,2,1,673.86,673.86,0,69,4,12,2
17.5,1,1,201.242,281.556097802637,0,65,6,12,2
11.73,1,1,668.385,673.750657051282,0,42,5,6,8
0,3,1,2134.09,2134.09,0,41,4,2,7
0,1,2,740.71,750.270657051282,0,36,4,3,9
4.15,3,2,1006.05,1006.05,0,65,5,12,5
3.095,2,2,484.772,484.772,0,73,7,8,4
26.985,2,3,529.8,529.8,0,67,7,11,11
0,1,2,216.352,230.050752915633,0,80,4,12,11
0,3,2,299.1,443.191736694678,0,43,7,4,10
0,1,1,577.152,584.255581730769,0,69,7,12,10
3.4,1,2,118.522,233.614041295221,0,70,4,12,2
106.5,1,2,466.5845,472.756935897436,0,78,5,12,3
84.64,2,1,1440.6375,1440.6375,0,33,6,3,3
1.17,1,1,224.902,236.549684180329,0,75,6,12,2
0,4,1,330.5,421.640642306684,0,24,4,8,4
0,2,1,431.384,573.338687250138,0,75,4,12,9
0,4,1,1236.015,1236.015,0,47,8,2,9
3.22,2,1,1121.9325,1121.9325,0,54,8,2,8
9.295,2,1,1152.9045,1152.9045,0,80,10,3,2
2.175,7,2,1965.88,1965.88,0,50,9,3,8
0,4,1,120,120,0,35,5,9,1
0,4,1,906.92,906.92,0,46,4,2,8
3.235,2,1,280.46,280.46,0,68,8,12,8
8.355,6,3,1919.68,1919.68,0,40,5,1,8
0,1,1,497.2575,501.766826923077,0,60,4,2,2
0,2,2,340.48,340.48,0,45,6,7,3
40.845,4,2,1938.35948717949,1938.35948717949,0,45,8,3,8
0,3,1,879.79,879.79,0,64,6,8,2
0.55,1,2,155.412,174.682228472384,0,80,4,12,1
0,3,2,1426.386,1426.386,0,80,7,12,2
2.8,2,1,400,400,0,56,6,12,3
0,2,1,1250.87621794872,1250.87621794872,0,37,6,2,6
0.5,2,3,903.32,903.32,0,21,4,3,3
0,1,2,139,243,0,56,5,12,12
5.435,4,2,656.33,656.33,0,39,7,7,7
5.75,4,1,1757.37,1757.37,0,57,8,3,4
0.15,3,1,992.56,992.56,0,42,7,2,3
88.875,5,2,2134.09,2134.09,0,51,10,3,6
1.5,1,1,852.3675,858.886602564103,0,68,5,8,4
2.65,1,2,451.5895,452.8395,0,75,6,12,12
3.5,2,3,2134.09,2134.09,0,47,7,2,5
0,2,1,684.614,684.614,0,76,4,12,11
0,3,1,956.64,956.64,0,41,6,7,11
34.375,2,3,481.7465,481.7465,0,80,5,12,5
0.5,4,1,429.64,429.64,0,27,5,4,3
16,2,1,631.734,631.734,0,69,4,7,6
1.94,2,1,818.515,818.515,0,66,6,12,9
40.75,4,1,1386.16,1386.16,0,49,5,8,5
10.67,1,1,877.0125,882.569871794872,0,39,4,3,8
3.92,1,1,84.15,244.15,0,38,4,5,5
0,2,1,409.38,409.38,0,62,5,6,3
18.585,4,2,1703.725,1703.725,0,40,9,1,4
0,1,1,396.16,396.16,0,69,4,12,8
0,1,2,230.042,235.634147435897,0,79,5,12,9
2.025,1,1,811.869743589744,817.546362179487,0,46,4,6,8
0,4,2,624.386666666667,624.386666666667,0,44,6,2,5
0,3,1,1213.85333333333,1213.85333333333,0,37,6,3,12
0.5,2,3,597.873846153846,602.508076923077,0,27,6,6,3
9,2,1,454.789,454.789,0,77,7,12,8
0,1,2,234.552,240.179315705128,0,77,6,12,4
0,1,1,585.302,591.472961538462,0,71,5,5,4
8.71,4,1,801.3,809.3,0,32,4,8,8
0,2,2,526.722,526.722,0,67,6,8,8
0,2,2,230.032,353.170459300764,0,70,7,12,4
1,2,2,1142.105,1142.105,0,28,7,3,11
2.745,3,2,273.14,441.873135554832,0,42,5,3,7
7,2,1,350.394,350.394,0,80,6,12,5
0,2,1,821.372,821.372,0,73,7,12,7
25.33,7,1,875.89,875.89,0,77,7,3,8
35.73,2,1,1599.4775,1599.4775,0,71,8,5,9
0,4,1,362.84,400.041308122152,0,37,7,8,3
0.22,2,1,458.832,458.832,0,80,5,12,11
0,1,1,609.3545,616.231615384615,0,67,6,12,11
0,1,1,217.34,223.509030448718,0,75,6,12,1
11.375,2,1,1437.69,1437.69,0,33,6,2,8
19.385,1,2,244.692,249.557673076923,0,80,5,12,8
0,1,1,115.002,121.443129807692,0,80,5,12,5
6,4,1,744.28,744.28,0,35,6,5,6
0,3,1,319.55,511.32722676053,0,40,5,6,7
0,1,1,106.35,187.642457788501,0,29,2,9,4
0,4,1,2134.09,2134.09,0,38,6,3,10
0,1,2,250.07,254.321826923077,0,57,4,7,3
0,1,1,159.732,256.143023356493,0,71,4,12,2
4.57,2,2,353.1795,353.1795,0,71,7,12,5
1.17,1,2,364.9025,373.293613782051,0,72,8,12,5
0,2,1,305.102,305.102,0,80,5,12,8
0,1,2,532.19,532.19,0,55,2,8,8
3.995,1,1,129.142,134.210605769231,0,70,3,12,1
0,1,1,398.2775,403.283125,0,52,4,3,5
0.85,3,2,524.51,524.51,0,46,8,5,8
0,1,1,114.45,224.684183739014,0,47,3,12,8
3.595,2,1,627.814,627.814,0,80,6,12,11
0,2,2,627.6075,627.6075,0,80,6,12,2
0,1,2,147.725,222.076225961538,0,50,5,7,10
0,5,2,1010.305,1010.305,0,51,5,3,8
2.77,3,1,263.46,263.46,0,25,7,10,2
0,3,1,1167.43,1167.43,0,41,8,7,12
112,2,1,974.2,979.606602564103,0,52,4,5,3
0.925,3,2,304.68,312.1190625,0,34,5,5,8
0,1,2,219.282,304.603012599436,0,66,4,12,3
47,3,2,384.4,384.4,0,46,6,8,5
22.56,2,1,546.3765,546.3765,0,76,8,5,5
0.54,4,1,656.84,656.84,0,37,4,7,1
0,2,2,588.91,588.91,0,38,6,5,8
1.63,2,2,525.84,525.84,0,59,6,8,8
2.995,5,1,704.29,704.29,0,36,5,2,8
0,1,2,182,186.284423076923,0,80,6,12,5
0,2,1,1498.357,1498.357,0,63,7,5,5
0,1,1,737.765,746.720480769231,0,64,6,12,9
3.805,2,1,321.334,408.132173576013,0,59,6,12,2
6.46,4,3,2096.82,2096.82,0,44,9,1,9
0,1,1,834.802,834.802,0,68,9,5,4
12.765,1,2,160.6895,170.8860625,0,67,10,12,9
0,1,1,161,258.229666880058,0,48,3,9,6
7.64,4,3,585.86,585.86,0,39,6,6,4
0.115,2,2,1111.7925,1111.7925,0,64,7,2,4
0,2,2,502.764,502.764,0,78,7,12,5
2.1,2,2,142.425,212.425,0,32,6,11,12
0,2,2,203.32,259.136765552753,0,52,4,9,11
8.57,2,1,1440.29333333333,1440.29333333333,0,58,6,2,2
2.29,2,1,476.044,476.044,0,70,6,12,4
0,1,2,1164.5495,1173.50498076923,0,70,8,11,9
0.945,3,2,320,386,0,42,5,12,12
0.22,1,2,198.292,205.490197115385,0,80,6,12,1
0,5,1,822.53,822.53,0,32,6,3,4
0.65,2,2,2134.09,2134.09,0,61,6,2,7
0,2,1,468.12,468.12,0,50,6,3,9
5.595,4,2,1107.72,1107.72,0,50,6,3,10
5.69,3,1,708.2765,708.2765,0,70,7,12,2
0,3,1,978.8825,978.8825,0,53,9,3,1
0,1,2,70,165.706477748041,0,46,4,7,9
34.53,2,3,821.085384615385,821.085384615385,0,28,5,7,8
3.62,2,1,518.084,518.084,0,72,7,12,11
1.4,2,2,1245.2,1245.2,0,33,6,3,8
3.425,2,1,1188.81,1188.81,0,43,6,1,6
3.925,1,2,304.474358974359,309.545825320513,0,53,5,4,3
0.11,2,1,896.704,896.704,0,72,7,12,3
0.195,4,2,261,361.202491788208,0,30,6,9,3
77.21,2,2,869.38,869.38,0,72,4,12,2
155,2,2,514.1575,514.1575,0,77,7,12,9
0,5,2,439.73,589.275439584464,0,27,5,12,8
1.315,4,2,1022.67,1022.67,0,64,6,4,2
9.495,2,3,996.2445,996.2445,0,79,8,12,8
14,2,1,385.614,396.484078935976,0,76,6,12,9
0,4,1,535.46,535.46,0,59,8,3,8
0.63,3,1,641.7,641.7,0,54,6,6,11
0,1,2,736.19,741.250528846154,0,53,4,4,2
0,2,1,976.96,981.969767628205,0,28,5,5,5
44.495,1,1,264.3845,268.747576923077,0,72,3,12,2
0.395,1,1,535.69,541.247371794872,0,27,3,2,8
0.125,1,2,447.5845,454.045060897436,0,65,8,12,11
3.46,3,1,1681.315,1681.315,0,30,6,3,7
0.225,1,2,267.2,380.555161106518,0,54,3,3,7
3.395,2,2,1517.67743589744,1517.67743589744,0,58,5,2,5
1.79,1,1,669.652,678.506823717949,0,80,8,12,6
17.24,2,2,1146.4,1146.4,0,68,7,7,10
0,2,2,470.14,490.205843677508,0,80,6,12,2
0,4,2,476.77,484.683782051282,0,32,6,6,10
0,1,2,288.29,390.481247016072,0,31,3,8,3
7.6,2,2,489.94,526.097342009016,0,76,6,12,8
0,1,1,533.53,538.039326923077,0,52,5,3,2
0,1,2,100.7,168.7,0,62,3,12,12
0,4,2,976.022,976.022,0,80,8,12,5
0,4,1,2134.09,2134.09,0,53,10,2,9
0.42,4,1,1345.43,1345.43,0,38,6,3,9
0,2,1,382.974,395.865382670982,0,74,5,12,4
0,1,2,383.14,388.010721153846,0,44,4,3,2
0,2,1,1492.982,1492.982,0,65,10,12,9
1.185,4,1,1114.76,1114.76,0,49,8,3,11
1.195,3,1,779.3,779.3,0,46,7,4,11
2.75,1,1,525.05,530.099759615385,0,24,3,2,5
2.905,1,2,1178.49,1184.95932692308,0,42,6,2,7
0,2,1,530.77,530.77,0,49,5,5,2
63,2,2,1231.3,1231.3,0,52,10,2,6
1.25,3,1,657.18,657.18,0,26,5,3,11
0,7,1,331.5,421.333339075191,0,37,5,5,4
0,1,1,290.762,411.598931199105,0,79,2,12,8
0,4,1,1340,1340,0,48,3,8,9
0,1,2,240.002,244.348394230769,0,71,4,12,11
0,1,2,149.85,260.650056912205,0,73,3,11,9
0,2,1,949.92,949.92,0,43,5,3,8
0,2,2,528.3325,548.618915645113,0,80,6,12,2
0,2,1,1295.26,1295.26,0,28,4,4,8
4.835,5,1,1443.33,1443.33,0,43,6,2,2
3.435,2,1,809.43,809.43,0,59,5,6,2
0,2,1,224.692,293.618626946693,0,65,5,12,3
17.25,2,2,925.09,925.09,0,33,4,3,1
23.675,4,1,1795.58326923077,1795.58326923077,0,46,9,2,2
0,4,1,626.64,626.64,0,34,5,2,10
0,1,2,362.787,370.550333333333,0,72,6,12,11
2.245,5,1,714.56,714.56,0,37,6,3,9
0,3,2,249,297.419951865968,0,51,5,4,3
0,1,1,188.47,256.824361287217,0,67,4,12,2
8.5,3,1,960.121,960.121,0,72,6,6,11
0,1,1,158.522,176.864417771387,0,71,4,12,3
0,3,2,1455.27,1455.27,0,48,5,3,4
0,1,1,452.002,455.694451923077,0,64,4,8,11
0,2,1,1433.725,1433.725,0,58,8,3,8
48.5,5,2,1270.98,1270.98,0,46,8,5,8
0,2,1,1882.34,1882.34,0,34,5,3,1
0,3,1,233.3,316.201730875885,0,20,4,9,11
0,1,2,152.522,283.673106531206,0,67,5,12,1
6.615,1,2,198.5395,207.6316875,0,71,4,12,8
0,1,1,71.7,129.7,0,36,3,3,12
0,5,1,663.215,663.215,0,44,6,7,6
23,2,1,305.634,305.634,0,73,5,12,11
5.975,1,2,510.2175,516.290729166667,0,79,7,12,1
0,2,3,520.214,520.214,0,68,7,12,8
0,2,1,544.58,544.58,0,55,8,3,1
0.995,2,1,198.27,198.27,0,60,7,5,6
9.33,2,1,1375.4725,1375.4725,0,67,10,5,9
41.09,2,1,2134.09,2134.09,0,62,7,3,9
0,1,1,114.47,171.309308786542,0,47,4,8,4
4.25,2,1,429.389,429.389,0,80,4,12,3
7.95,2,2,960.26,960.26,0,45,7,3,10
15,3,1,1002.16153846154,1002.16153846154,0,53,5,6,9
1.73,4,3,1084.72615384615,1084.72615384615,0,59,5,6,8
32.5,1,2,422.9995,428.668602564103,0,76,7,12,3
2.345,4,2,635.95,641.091682692308,0,32,5,7,2
1.5,1,2,302.762,310.173153846154,0,80,5,12,5
1.25,3,3,698.65,698.65,0,62,6,1,8
0,1,1,101.15,194.598677223997,0,57,3,12,2
3.81,4,1,636.82,636.82,0,28,6,6,9
3.595,1,2,223.8275,228.898966346154,0,47,5,4,3
0,1,2,174.18,187.406083897394,0,54,4,4,8
0,2,1,813.912,813.912,0,70,5,8,9
0,4,2,893.425,893.425,0,48,8,5,4
0,1,1,168.3,279.681877258939,0,31,3,3,6
13.05,1,2,275.5395,284.806583333333,0,80,7,12,10
0,2,2,768.412,768.412,0,80,7,12,4
54.32,2,2,2134.09,2134.09,0,49,8,3,9
3.75,1,2,57.0375,62.5828125,0,50,5,3,2
0,3,3,1415.43794871795,1415.43794871795,0,46,5,3,2
0,2,2,286.81,351.034983974359,0,42,4,8,9
0,4,1,2134.09,2134.09,0,42,7,2,4
17.54,1,2,235.742,246.447,0,80,7,12,5
0,2,1,573.785,573.785,0,71,8,11,4
0,2,1,1153.02,1153.02,0,57,5,3,8
2.135,3,1,397.63,598.321287143893,0,41,7,7,7
0,2,2,1603,1603,0,42,5,8,7
11.245,1,1,303.077,309.821166666667,0,80,3,12,8
0.9,2,2,376.55,376.55,0,50,4,3,3
6.085,2,2,609.588974358974,609.588974358974,0,70,5,12,5
0.195,1,2,743.065,753.404895833333,0,80,7,12,5
4.125,1,2,129.542,135.689243589744,0,69,5,12,4
0,1,2,164.772,187.819560606764,0,80,4,12,4
0,4,2,529.9,529.9,0,36,4,3,11
2.545,2,2,654.51,654.51,0,31,6,8,2
2.245,1,2,587.322,593.918346153846,0,80,6,12,6
0,2,1,635.08,635.08,0,51,6,5,3
4.39,1,1,186.042,199.90784466569,0,76,3,12,1
8.175,3,1,877.56,877.56,0,28,4,6,4
0,2,1,575.555,575.555,0,68,8,12,12
1.905,3,2,1241.98,1241.98,0,33,6,2,6
0,1,2,150.97,158.052564102564,0,61,5,4,8
0.495,1,2,235.692,241.847961538462,0,74,6,12,2
35.02,5,2,310.02,457.323271889859,0,48,5,9,5
3.245,2,3,528.069,528.069,0,80,6,12,1
0.275,4,1,857.6,857.6,0,48,7,4,5
22.705,3,2,1271.23,1271.23,0,67,10,3,8
2.3,2,1,1102.39,1102.39,0,36,4,5,6
0,5,1,1624.65,1624.65,0,53,6,7,5
0,4,2,722,722,0,46,5,8,5
4.19,3,2,2134.09,2134.09,0,42,5,3,7
0,2,1,1861.3,1861.3,0,41,8,1,12
0,1,1,281.662,285.842256410256,0,78,3,12,11
15.945,4,1,789.027692307692,789.027692307692,0,39,9,2,6
0,4,1,639.8425,639.8425,0,40,5,4,6
0.615,4,1,1184.8078974359,1184.8078974359,0,67,5,6,4
2,3,2,439.66,445.294887820513,0,53,6,5,6
1.315,5,2,286,286,0,38,6,5,5
0,1,2,153.912,194.087284150743,0,80,6,12,9
8.54,4,2,341.55,457.949591346154,0,32,5,8,4
16,1,2,626.017,632.537456730769,0,79,7,12,3
22.5,2,3,2134.09,2134.09,0,27,4,6,11
0,2,2,568,568,0,48,4,7,5
0,2,2,1288.28,1288.28,0,52,6,3,9
0,2,1,1119.31,1119.31,0,65,8,2,8
11.635,4,1,2134.09,2134.09,0,45,9,2,9
12.94,4,1,1225.07384615385,1225.07384615385,0,48,8,4,2
0,2,2,774.945,774.945,0,63,8,2,7
1.125,1,1,1191.3475,1197.24292467949,0,56,4,3,6
5,1,2,111.48,197.327852120921,0,60,3,12,2
9.2,1,2,400.065,406.108477564103,0,65,5,5,7
0,2,1,530.024,530.024,0,73,6,12,6
1.5,1,1,154.422,176.320015603721,0,79,5,12,6
2.49,4,1,528.74,528.74,0,58,6,4,5
0,2,2,324.69,329.977740384615,0,26,4,7,1
4.165,1,1,330.48,337.778509615385,0,66,4,3,8
20,1,2,341.97,350.608241743047,0,76,6,12,3
6.495,5,3,753.86,753.86,0,22,6,10,9
3.12,4,2,1041.25,1041.25,0,44,5,3,9
0,1,2,1.0875,7.60795673076923,0,54,7,3,3
0.8,3,2,1166.565,1166.565,0,43,6,3,6
14.75,2,1,1605.25,1605.25,0,59,9,2,4
0,4,1,1224.48,1224.48,0,35,5,4,3
0,1,1,1.925,1.925,0,27,5,10,1
0,2,1,415.02,415.02,0,55,6,4,8
0,2,1,424.9175,424.9175,0,70,5,12,2
0,4,1,971.13,971.13,0,45,7,5,12
2.345,2,3,1680.76,1680.76,0,30,5,6,7
0,2,1,302.724,302.724,0,80,6,12,6
0,2,3,1113.59,1113.59,0,54,6,4,11
0.67,5,1,1130.64,1130.64,0,29,6,2,8
0.825,2,1,1835.58,1835.58,0,58,8,3,8
0.8,2,1,679.365,679.365,0,70,4,12,7
2.34,4,1,438.56,438.56,0,29,6,4,12
192.31,2,1,499.99,499.99,0,78,8,2,6
0,1,2,227.3795,233.548530448718,0,80,7,12,1
0,3,2,447.7,453.22500801282,0,29,6,7,5
2.345,2,1,2134.09,2134.09,0,57,8,2,5
9.23,3,1,467.84,467.84,0,38,6,3,3
0,2,1,192.75,256.75,0,57,5,12,12
8.855,5,1,1092.26,1092.26,0,38,7,3,2
0,4,1,636.18,636.18,0,34,3,8,9
0,1,2,331.322,339.00199198718,0,72,6,12,8
0,2,1,425.72,425.72,0,62,5,7,4
5.845,3,1,534.91,534.91,0,36,4,3,5
58.285,3,1,1600.63,1600.63,0,55,5,3,6
12.745,1,2,638.365,645.716225961538,0,66,6,2,10
0,1,2,478.972,486.161182692308,0,80,6,12,6
5.925,5,2,600.81,700.711153960249,0,42,5,12,11
2.645,1,2,144.042,165.292070767172,0,76,5,12,4
0,4,1,302.93,302.93,0,45,5,5,7
11.75,3,1,1310.44,1310.44,0,44,5,6,8
0,4,1,956.13,956.13,0,41,5,3,7
0,2,1,674.914,674.914,0,80,5,12,8
0,1,1,549.08,554.171378205128,0,33,4,3,6
18.5,2,2,416.889,416.889,0,78,6,12,6
14.905,3,2,245.71,252.517884615385,0,41,4,4,8
0,1,1,380.79,385.799767628205,0,60,5,6,5
4.005,4,3,1055.42,1055.42,0,48,6,2,2
12.5,2,2,304.73,326.228557685857,0,30,5,10,11
0,1,1,78.57,78.57,0,39,8,5,12
0,2,1,1392.6475,1392.6475,0,33,4,5,8
0,1,1,285.832,298.348174232439,0,80,4,12,5
0,5,1,674.9,679.263076923077,0,43,6,3,2
1.835,5,1,569.83,569.83,0,43,4,4,2
19.84,2,1,1126.865,1126.865,0,57,6,8,5
10.96,2,1,926.9,926.9,0,62,5,6,9
2.64,3,1,1287.6,1287.6,0,54,4,3,2
0,2,1,1384.72,1384.72,0,59,10,2,10
49.5,1,2,284.472,298.842271055099,0,72,9,12,4
0,4,2,478.55,647.860523647271,0,47,5,9,9
1.145,3,1,1061.75,1061.75,0,39,5,2,2
0,5,1,649.49,649.49,0,52,6,8,11
0,2,2,884.28,884.28,0,43,5,3,6
0,2,2,646.92,646.92,0,63,7,4,10
0,1,2,271.875,271.875,0,50,6,5,12
0,3,2,2134.09,2134.09,0,47,8,5,8
36.93,2,1,1327.0625,1327.0625,0,40,4,3,8
53.58,4,3,2134.09,2134.09,0,58,9,1,11
53.035,2,1,844.614,844.614,0,72,8,12,11
0.515,2,1,1049.47,1049.47,0,71,8,12,10
72.05,2,1,478.724,478.724,0,79,5,12,6
0,1,2,287.5,306.431045468265,0,80,6,12,4
1.79,1,1,461.54,467.979871794872,0,43,5,5,6
5.77,2,1,668.21,668.21,0,68,7,12,2
22,2,1,1154.6675,1154.6675,0,58,5,6,11
2.14,2,2,816.99,816.99,0,68,7,12,8
0,1,2,283.38,283.38,0,20,7,10,8
0,2,2,244.042,334.331665159943,0,65,5,12,1
0,2,2,169.33,281.711470947419,0,51,6,8,2
1,3,1,1055.38,1055.38,0,48,6,2,8
0,3,1,882.341025641026,882.341025641026,0,30,5,3,7
0,3,2,525.05,530.379815705128,0,37,6,4,5
0.65,2,3,959.73,959.73,0,26,5,3,3
18.15,4,1,702.44,702.44,0,37,5,6,6
0,1,2,435.532,445.720958333333,0,72,10,12,2
0.75,4,1,515.41,515.41,0,36,5,6,9
20,2,2,243.09,250.093529939672,0,50,4,8,6
0,1,2,230.692,367.074249915948,0,70,3,12,7
5.63,4,1,1541.76,1541.76,0,54,8,1,6
0,2,3,660.26,660.26,0,29,6,2,9
7.475,3,1,1276.6425,1276.6425,0,54,8,3,7
0,1,2,91.82,186.255554495229,0,57,4,12,4
0,1,1,199.892,306.473646095853,0,56,2,3,8
0,1,2,427.17,436.0025,0,66,9,12,5
6.1,3,2,1701.29,1701.29,0,54,6,3,11
4.31,2,1,1211.44,1211.44,0,47,5,2,2
0,1,2,203.272,209.090413461538,0,80,5,12,11
0,4,1,1036.15,1036.15,0,46,5,2,3
1,2,1,397.0215,397.0215,0,67,6,12,8
0,1,1,1072.1045,1079.40300961538,0,52,4,3,8
21.04,3,2,557.8975,563.183413461539,0,44,5,1,11
0,4,2,641.68,641.68,0,57,9,1,6
2.09,5,1,663.7,663.7,0,38,6,3,4
0.15,2,1,1265.36,1265.36,0,26,3,2,8
1.225,2,2,731.755,731.755,0,57,6,7,9
0.75,2,2,294.424,388.98666210093,0,57,4,12,2
0,4,2,748.51,748.51,0,47,4,7,5
1.3,4,1,635.96,635.96,0,34,5,6,5
0,4,3,736.09,736.09,0,32,6,3,4
0,4,1,300.36,352.188921065482,0,42,4,5,6
0.61,1,2,127.632,154.526015791601,0,80,3,12,7
0,2,2,371.684,481.011898316759,0,67,3,12,8
0,3,1,2134.09,2134.09,0,54,7,1,10
1.675,3,1,1109.165,1109.165,0,38,8,3,3
1.2,2,2,576.202,616.817384615385,0,80,6,12,4
0.96,2,1,476.12,476.12,0,64,8,8,6
65.52,4,3,1039.25,1039.25,0,77,8,4,1
16.5,4,1,1182.19384615385,1182.19384615385,0,46,5,3,6
10.47,2,1,441.004,441.004,0,73,6,12,9
0,4,1,628.679743589744,628.679743589744,0,34,8,6,4
9.235,2,1,1109.154,1109.154,0,68,9,12,11
3.23,3,1,609.304,609.304,0,64,6,12,10
0.96,2,1,1267.7525,1267.7525,0,57,6,3,6
0.69,4,2,1618.15,1618.15,0,46,7,3,2
0,1,1,204.642,258.710605769231,0,77,3,12,1
1.995,2,2,310.652,330.867371742814,0,66,4,12,6
0.27,2,1,710.71,710.71,0,58,6,3,4
0,4,1,316.61,374.144186024076,0,44,4,7,7
0,1,1,291.9045,298.88341025641,0,71,5,4,4
0,2,1,439.38,439.38,0,59,5,5,8
0,4,1,707.59,714.022115384615,0,45,7,3,1
0.995,2,2,315.114,329.312706648061,0,80,6,12,4
0,2,1,449.25,449.25,0,49,4,8,4
0,1,1,247.26,251.511826923077,0,57,5,8,3
2.4,2,1,171.155,171.155,0,64,5,7,8
0,4,3,1046.71,1046.71,0,43,6,4,8
28.5,2,2,871.12,871.12,0,65,8,2,9
26,2,2,2134.09,2134.09,0,52,8,5,8
0,2,1,1021.84,1021.84,0,61,5,5,5
1.195,2,2,478.699743589744,483.791121794872,0,36,3,7,6
0,4,1,2061.23,2061.23,0,43,9,3,2
0,1,2,163.202,185.560083751984,0,77,5,12,3
0.2,1,2,181.93,293.446409137922,0,67,4,12,8
0,2,1,588,663.750512820513,0,46,5,8,7
0,1,1,174.92,191.387359687825,0,71,4,12,8
13.42,4,1,2134.09,2134.09,0,43,7,3,7
0,2,1,2134.09,2134.09,0,37,4,4,6
0,2,1,367.579,367.579,0,80,8,12,8
0,1,2,465.932,473.121903846154,0,72,6,12,9
4.96,4,2,1777.36,1777.36,0,42,8,3,2
0,1,2,294.24,317.808757694287,0,73,6,12,5
0,3,2,725.06,725.06,0,50,5,7,8
7.37,3,1,2134.09,2134.09,0,65,8,3,6
3.22,6,1,1974.825,1974.825,0,50,10,5,2
0,1,1,295.192,340.192,0,60,3,12,12
0,4,2,1009.01,1018.23122596154,0,40,7,3,8
0,2,2,166.05,196.720288305081,0,25,4,10,11
0.715,3,2,396.06,401.448701923077,0,43,5,8,4
0,2,1,494.79,494.79,0,54,5,3,5
0,1,1,57.69,64.2589743589744,0,58,7,8,11
0,1,1,217.352,225.125100961538,0,80,6,12,8
1.44,2,1,368.86,368.86,0,64,5,2,8
4.025,2,1,1958.32,1958.32,0,48,5,1,5
0,2,1,1145.83,1145.83,0,52,5,2,8
0,5,2,376.17,675.12699150282,0,40,5,7,2
0.655,2,1,313.8295,313.8295,0,80,7,12,7
8.025,3,1,838.68,838.68,0,50,5,3,11
0,3,2,309.17,350.786049757407,0,35,5,7,1
1.5,3,1,993.88,993.88,0,45,7,6,10
1.96,1,2,447.11,457.263958333333,0,56,3,6,9
7.24,3,1,872.19,872.19,0,67,7,12,7
0,2,1,1577.09,1577.09,0,61,7,3,5
8.52,8,3,612.712,766.194872170458,0,72,4,9,7
0,4,1,548.69,548.69,0,50,5,12,9
1,3,2,1886.1925,1886.1925,0,42,5,3,7
0,1,2,410.01,415.983613782051,0,27,5,7,4
0.3,2,2,214.43,237.15518520834,0,61,3,7,3
8.05,2,3,673.08,673.08,0,55,9,5,3
0,3,1,391.31,439.365917504532,0,64,5,8,5
5.97,6,2,319.64,319.64,0,49,7,4,11
11.05,2,1,1517.02,1523.75461538462,0,53,6,1,3
0,2,2,779.52,779.52,0,58,4,7,7
0.775,6,2,1876.79,1876.79,0,61,10,2,11
0,2,1,550.31,550.31,0,64,4,8,11
0,1,1,232.1725,237.230625,0,54,5,5,8
0.445,4,2,374.63,488.692242244446,0,42,6,3,5
19.63,2,1,900.5775,900.5775,0,61,6,6,8
19.25,3,1,996.504,996.504,0,70,7,12,8
0,5,2,2134.09,2134.09,0,45,10,1,8
8.715,3,2,606.67,606.67,0,67,6,12,8
0,2,2,540.332,540.332,0,63,5,7,2
2.9,1,2,148.522,154.277088141026,0,66,5,12,2
0.72,2,1,474.18,474.18,0,55,8,4,8
3.515,2,1,1575.875,1575.875,0,63,6,4,8
0,1,1,280.522,287.259628205128,0,76,4,12,6
